"Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Colec12",1.23258091633945e-113,7.21244251018978,0.795,0.036,3.15984443712783e-109
"Gabrb3",5.74744967245176e-27,3.68969726307427,0.322,0.046,1.47341619802973e-22
"Stam2",2.48324122867419e-21,3.11202476971486,0.27,0.039,6.36603721382916e-17
"Mdk",1.08956439315216e-15,3.03204798442145,0.181,0.017,2.79320727828489e-11
"Gm3336",1.71735348502147e-15,5.77143838754237,0.147,0.002,4.40260739420104e-11
"Rnaset2a",1.13107617282673e-14,1.47746490223845,0.32,0.106,2.8996268766586e-10
"Pcdh7",1.27407037090154e-13,2.68125045647869,0.209,0.043,3.2662068028432e-09
"Cacna1a",1.60515742924072e-12,4.28340794549276,0.158,0.022,4.11498158560151e-08
"Rims2",3.52182959107082e-12,2.71447403502601,0.156,0.022,9.02856233966915e-08
"H2-Ea",5.18895785774785e-12,9.61698677553604,0.108,0,1.33024123641224e-07
"Bbs9",7.49082222495886e-12,1.20488965018324,0.264,0.087,1.92034718559045e-07
"A630089N07Rik",1.51438834563686e-11,2.65348745472032,0.168,0.031,3.88228596287465e-07
"Ftl1",2.12737324607172e-11,0.827103339583616,0.648,0.487,5.45373405362947e-07
"Fmn1",3.05908010106392e-11,1.39091677163436,0.367,0.19,7.84225774708745e-07
"Angptl7",5.1361497212115e-11,5.83775845603669,0.104,0.002,1.31670334252978e-06
"Pde1a",3.29442402610153e-10,1.56423600002349,0.309,0.145,8.44558543331388e-06
"Rab11fip3",5.99464203472894e-10,0.981622643021039,0.49,0.316,1.53678643202311e-05
"Klrk1",6.26048549018144e-10,1.2012774385133,0.117,0.012,1.60493806026291e-05
"Col8a1",8.31417044185054e-10,2.45078630437515,0.138,0.024,2.1314207344728e-05
"Acmsd",9.81326597505341e-10,1.79861401694363,0.244,0.096,2.51572886536469e-05
"Keg1",2.10649121478823e-09,1.0807824983706,0.447,0.296,5.4002008782311e-05
"Slc6a19",5.14684000292384e-09,1.38602530823503,0.311,0.154,0.000131944390314956
"Invs",5.37161956421093e-09,1.71159982386624,0.175,0.051,0.000137706839148112
"Prss48",6.17903239858016e-09,5.79691646497396,0.084,0.002,0.000158405674570001
"Ang4",8.9759446029169e-09,8.32946367246515,0.076,0,0.000230107315840378
"Mt2",1.29294398427069e-08,1.1533186360008,0.149,0.036,0.000331459119807634
"Magi2",2.81372981857606e-08,1.0191636886968,0.51,0.369,0.000721327776290158
"Rdh16f2",3.65276183780936e-08,1.12989906229852,0.335,0.188,0.000936422024740808
"Dab2",5.64648575725738e-08,0.724421564047375,0.568,0.431,0.0014475330887305
"Amn",1.18841137993232e-07,1.59206009379983,0.22,0.094,0.00304661141359449
"Slc13a1",1.19388167655201e-07,0.79379201885402,0.417,0.251,0.00306063506600873
"Aspdh",1.33652459942857e-07,1.07040102126025,0.292,0.154,0.00342631446309509
"Cyp4b1",1.6367659322325e-07,1.22085104214261,0.16,0.053,0.00419601314387123
"Bsg",3.16064587246116e-07,0.819155421212568,0.317,0.169,0.00810263175864144
"Pawr",3.69260518441625e-07,1.34310806316749,0.246,0.12,0.00946636265076951
"Mt1",3.74271255153056e-07,0.520922830459081,0.324,0.171,0.00959481789710375
"Fgf10",4.56902735151089e-07,4.18144294661688,0.076,0.007,0.0117131585183333
"Lrmda",4.59345250568931e-07,0.683074386564993,0.54,0.388,0.0117757748435851
"Gpx3",5.06580562741793e-07,0.571658621391668,0.803,0.747,0.0129866993064486
"Map7",6.70604965533891e-07,1.07921211985089,0.27,0.14,0.0171916288964268
"Ppp1r16b",8.05426590370769e-07,1.13655807228905,0.244,0.118,0.020647916070745
"Zfp949",8.74198385441783e-07,1.91621879116053,0.138,0.043,0.0224109498091855
"Pde4d",9.01837180153031e-07,0.482095239514358,0.637,0.499,0.0231194979504031
"Slc7a7",9.98712009949504e-07,0.965041417960258,0.294,0.161,0.0256029810870655
"Serpine3",1.0630019605853e-06,3.0804175320168,0.088,0.014,0.0272511182615647
"Rnls",1.14906643497181e-06,1.55844633448961,0.106,0.024,0.0294574671269372
"C130026I21Rik",1.14946190183598e-06,3.0989489599141,0.073,0.007,0.0294676053154671
"Tbxas1",1.19134554474772e-06,0.652413214998317,0.253,0.125,0.0305413343851525
"Dock9",1.21016306132255e-06,1.06073030365524,0.304,0.171,0.0310237402400649
"Mcmdc2",1.22442786187094e-06,2.42955360704528,0.061,0.002,0.0313894326669234
"Ccdc6",1.27962592856386e-06,0.986864806333622,0.186,0.077,0.0328044903046632
"Cltrn",1.33817198502726e-06,0.861773537109837,0.335,0.205,0.0343053770081589
"Tmem150a",1.49507429350181e-06,1.28319517906743,0.253,0.135,0.0383277245882124
"Gm30613",1.50798304673533e-06,3.65657585310849,0.076,0.01,0.0386586533861069
"Gm15614",1.54862033617889e-06,2.22911740697411,0.091,0.017,0.0397004309382821
"Gm37240",1.59831552801572e-06,1.05632784898745,0.214,0.096,0.040974416876211
"Myo6",1.69675574960731e-06,0.890247424346168,0.376,0.241,0.043498030396933
"Chn2",1.99331802176554e-06,1.3637852997887,0.171,0.067,0.0511007008059814
"1700016C15Rik",2.06307535422285e-06,1.82395098265722,0.119,0.034,0.0528889997808571
"Fut8",2.28226367358831e-06,0.945677163742156,0.307,0.178,0.05850811153611
"D630023F18Rik",2.30464478764101e-06,1.70273599150341,0.173,0.072,0.0590818737759648
"Ttc8",2.34336874860016e-06,1.76287541895391,0.11,0.029,0.0600746012391138
"Wwox",2.7306563555527e-06,0.596693018721573,0.419,0.272,0.0700031063309489
"Hsd3b2",3.50001113545868e-06,1.31096515990277,0.22,0.108,0.0897262854686187
"Snap91",3.64564067338075e-06,6.87947760561654,0.05,0,0.093459644302789
"H2-M2",3.64564067338075e-06,9.15949866277308,0.05,0,0.093459644302789
"Gm12166",4.39247865397008e-06,3.66751706570746,0.061,0.005,0.112605582773177
"Rnase4",4.72493915610493e-06,1.00991371435074,0.121,0.036,0.121128540205906
"Galnt14",5.32279244462689e-06,1.0216918996641,0.287,0.166,0.136455107110455
"Cacna2d2",5.58183269516903e-06,7.48781374709501,0.048,0,0.143095862973353
"Frmd4b",5.99343671493783e-06,0.555335363184495,0.575,0.436,0.153647743624146
"Gm16193",6.40228711334861e-06,3.55097186614512,0.06,0.005,0.164129032437805
"P3h2",6.42421065041306e-06,0.672962592960991,0.428,0.301,0.164691064233989
"Rnf121",6.74439047608849e-06,2.11146638310679,0.108,0.031,0.172899194245004
"Slc22a23",7.18712409886305e-06,0.938752873718234,0.307,0.188,0.184249113398453
"Prr5l",8.33908928855152e-06,2.04579080018977,0.091,0.022,0.213780893001307
"Lst1",8.6493559142313e-06,1.20198314070836,0.227,0.116,0.221734888217234
"Dpp7",9.0560926885347e-06,1.84933954957162,0.119,0.039,0.232161992163276
"Slamf8",9.14825521746732e-06,2.20154120375676,0.078,0.014,0.234524670754992
"Glo1",9.52313788895786e-06,1.71950026287429,0.127,0.043,0.244135162921324
"Fgf1",1.05978504510028e-05,1.42456013107433,0.21,0.106,0.271686494161908
"Zfp697",1.079527532635e-05,1.36004551844389,0.164,0.07,0.276747678266308
"Cndp1",1.09684729617896e-05,1.77832565442482,0.121,0.041,0.281187772848438
"Nox4",1.14302083126511e-05,0.749281775336857,0.471,0.354,0.293024820303123
"Ankib1",1.2031497340967e-05,1.00290106363223,0.22,0.108,0.308439465833029
"Tsen2",1.29502537028213e-05,1.91089853187473,0.076,0.014,0.331992703925527
"Ttc39d",1.30770703068287e-05,7.69173314870911,0.045,0,0.335243774385861
"Pter",1.39956150476557e-05,0.75699207804331,0.367,0.246,0.358791587361703
"Zzz3",1.47325185866667e-05,1.03675868574569,0.196,0.094,0.377682846487787
"Ccdc148",1.54140317441707e-05,1.6974111809624,0.134,0.051,0.39515411779356
"Farp1",1.56080441636373e-05,0.890512804113476,0.268,0.154,0.400127820179006
"Plcb1",1.72731796673948e-05,0.539692182556415,0.529,0.402,0.442815233953333
"Ptprk",1.72998464694949e-05,0.605126721042356,0.466,0.34,0.443498864091972
"Col27a1",1.76355705390133e-05,1.10829209504693,0.285,0.176,0.452105486338145
"Slc47a1",1.9766064014296e-05,0.643738600098713,0.419,0.296,0.506722817070493
"Dao",1.97763524462315e-05,0.972781019243924,0.294,0.181,0.50698657131159
"Fhit",2.00096635421068e-05,0.708545713396382,0.466,0.342,0.51296773456545
"Pex6",2.13859113833378e-05,1.38229611156115,0.14,0.055,0.548249224223248
"Rab3gap1",2.20043869109641e-05,1.79403952177879,0.128,0.048,0.564104462849476
"B3gat2",2.20550720179097e-05,1.14301688866827,0.212,0.111,0.565403826251132
"Plekha6",2.49325879529233e-05,1.02124669055974,0.233,0.128,0.639171824761142
"Sall1",2.66959530590461e-05,1.26678821190337,0.106,0.034,0.684377452621707
"Uap1l1",3.13974438605721e-05,1.78294650606975,0.073,0.014,0.804904870809625
"Slc7a9",3.31776910322351e-05,1.14706579523731,0.196,0.099,0.850543287302378
"Tlk1",3.46768367022621e-05,0.570923832176052,0.24,0.133,0.888975385699191
"Lyz2",3.86322677890389e-05,1.22794432247981,0.341,0.222,0.990376817039801
"Tsix",4.01642610621507e-05,1.25952974241815,0.127,0.048,1
"Kansl1l",4.0777040383809e-05,0.731727588865386,0.356,0.246,1
"Miox",4.19024499317666e-05,0.455102183200103,0.598,0.465,1
"Cpq",4.20834837262721e-05,0.371031561268149,0.38,0.241,1
"Dock7",4.21830562635299e-05,1.33698639422025,0.197,0.104,1
"Syne4",4.8514461114569e-05,1.0715139688951,0.132,0.053,1
"Enpp6",5.11034462339491e-05,1.3957339432677,0.145,0.063,1
"Zrsr1",5.19017612425689e-05,5.18648470807139,0.045,0.002,1
"Kcnj2",5.45337468784396e-05,2.34828351285975,0.05,0.005,1
"Gng12",5.73615887631895e-05,0.76073581445953,0.358,0.241,1
"Slit3",5.76349796036612e-05,1.96222407739584,0.065,0.012,1
"Bnc2",5.79135570082987e-05,0.595127938563298,0.413,0.294,1
"Calr",5.88791945551471e-05,0.842314419113385,0.281,0.169,1
"Fgfr4",5.92748483615269e-05,1.6878890687526,0.115,0.043,1
"Adgrg3",6.00578999384727e-05,1.566892925901,0.078,0.019,1
"Dgat2",6.05837445335862e-05,1.78809936174248,0.104,0.036,1
"Pdzk1ip1",6.46870444588025e-05,0.551389199572916,0.43,0.32,1
"Prodh2",6.58125511538159e-05,0.66988446945958,0.363,0.246,1
"Chrna4",6.75187545370534e-05,1.4483256148451,0.145,0.065,1
"Car12",6.79226119305161e-05,0.696267698242809,0.317,0.202,1
"Gramd1b",6.80120508890246e-05,0.484575890782791,0.324,0.207,1
"AA986860",6.91006601146178e-05,1.70154812798319,0.101,0.034,1
"Pqlc2",7.03497807748898e-05,1.74357775028985,0.093,0.029,1
"Lpar3",7.95807970201657e-05,1.36110266760213,0.173,0.087,1
"Dynlt1b",8.00225083967787e-05,4.91385397575034,0.043,0.002,1
"Hnf4g",9.38015673143448e-05,1.00199493793553,0.197,0.106,1
"Gm26632",9.39920203314044e-05,1.2447093760614,0.121,0.048,1
"Rgl1",9.73177359095214e-05,0.729172518572342,0.236,0.135,1
"Atp9a",0.00010284676568644,1.57196823784419,0.067,0.014,1
"Otulinl",0.000105040444065715,0.818121734951968,0.294,0.183,1
"Inpp4b",0.000105965009738632,0.535015601164922,0.283,0.173,1
"Pltp",0.000108149328570349,1.67824200574777,0.071,0.017,1
"C4b",0.000109762682320234,7.50129453404084,0.035,0,1
"Gm15217",0.000113414077544227,2.47822717703044,0.052,0.007,1
"Scpep1os",0.000123807361633744,4.76088970735216,0.041,0.002,1
"Bbx",0.000126418959113268,1.61013435136206,0.125,0.053,1
"Immp2l",0.000131935004225946,0.511960161374771,0.371,0.253,1
"Tpi1",0.00014449818435436,1.38335168215296,0.134,0.06,1
"Kynu",0.000148569160996114,1.18332722294268,0.186,0.101,1
"Arhgap26",0.000149245060315581,2.3745297301689,0.069,0.017,1
"Myo9a",0.000155277144999736,0.656746195387612,0.335,0.224,1
"Gm16000",0.000168054130582806,6.51529441630667,0.034,0,1
"Poc1a",0.000168054130582806,6.97461437154815,0.034,0,1
"Gm48250",0.000168054130582806,7.43173907972405,0.034,0,1
"9630028H03Rik",0.000168798804945331,2.22978020639345,0.06,0.012,1
"Cd300lf",0.000170004906253562,2.4845055606446,0.05,0.007,1
"H2-T23",0.000172235285801505,1.09311637361534,0.197,0.108,1
"Ankrd61",0.000175421821320367,1.57018408734732,0.05,0.007,1
"Papss2",0.000177983321529971,0.74378369661015,0.235,0.14,1
"Adam23",0.000183358617180203,5.95945503036608,0.039,0.002,1
"Tmem37",0.000185983664970693,0.620276274459314,0.182,0.094,1
"Cfp",0.00018968644476911,3.89599027195107,0.054,0.01,1
"Fam135a",0.000195044581645183,0.780215672845999,0.181,0.094,1
"Mark3",0.000196668922954158,0.468616938560761,0.324,0.214,1
"Eefsec",0.000197319485683474,1.02209437213333,0.194,0.106,1
"Fnip2",0.000200286034885951,0.797330322325124,0.276,0.173,1
"Apobec1",0.000205658020943399,0.64732556409512,0.333,0.224,1
"Habp2",0.000207320365115479,1.18197184012962,0.143,0.067,1
"Gpd2",0.00021108443301741,2.4739275765837,0.054,0.01,1
"Pgpep1",0.000216790785619731,1.0060271015829,0.128,0.058,1
"Neu1",0.000238134769365295,0.541015405750039,0.264,0.164,1
"Paqr7",0.000241024316599436,1.72555247034343,0.067,0.017,1
"Vps13c",0.000241507063298665,1.50473338740861,0.108,0.043,1
"Tigd2",0.000243402928762455,2.09527537319272,0.071,0.019,1
"Rabgap1l",0.00024350605083792,0.568404038585122,0.419,0.316,1
"Xylt1",0.000245639933713115,0.202573934947629,0.201,0.108,1
"Oxr1",0.000247707704222463,0.654655422707535,0.395,0.294,1
"Gria3",0.000254105961012949,0.937204804429852,0.169,0.087,1
"Ccl8",0.000257405995567091,9.40720397809024,0.032,0,1
"Cryl1",0.000259139316837327,0.497017681761975,0.397,0.275,1
"Kif13a",0.000262991452920772,1.32526316878089,0.115,0.048,1
"Cdh6",0.000267163466712426,1.20834622447149,0.097,0.036,1
"Ppara",0.00027155371199339,0.805261476322597,0.33,0.231,1
"5730522E02Rik",0.000279101549708798,1.37538531957211,0.097,0.036,1
"Tjp2",0.000281169470722105,1.79112434424137,0.086,0.029,1
"AC147806.2",0.000284697193284132,4.39293108562917,0.037,0.002,1
"Tmem108",0.000286470350424499,1.04566270240292,0.149,0.072,1
"Grb10",0.000295485278438246,0.91179586695825,0.143,0.067,1
"Pla2g7",0.000296530247416124,0.897936104191346,0.128,0.058,1
"Ift74",0.000299848964442398,1.6516370278384,0.086,0.029,1
"Atp6v0b",0.0003046838732383,0.398308072953554,0.486,0.376,1
"Xylb",0.000306316863724702,0.918280952013806,0.233,0.142,1
"Spp1",0.000309742465850701,0.56966255921816,0.406,0.294,1
"Sf3b6",0.000318180494372217,1.17919669313051,0.125,0.055,1
"Rab34",0.000331958557578744,1.87632136654229,0.099,0.039,1
"Gclm",0.000333024557653974,0.997000279242683,0.108,0.043,1
"Ahdc1",0.000358287370792538,1.91164925333738,0.073,0.022,1
"Aaas",0.000360933537411269,1.18074134442737,0.065,0.017,1
"Gpat3",0.000368505684961547,2.55485144284871,0.056,0.012,1
"Osbpl8",0.000384831407190235,0.398519319033754,0.404,0.282,1
"Kcnk5",0.000389852242952667,0.828379571279885,0.186,0.104,1
"Cenpa",0.000392974632296127,1.68741478113665,0.084,0.029,1
"Gm43713",0.000397187566758417,0.889296762657069,0.128,0.058,1
"Prnp",0.00039924849315682,1.71412334733328,0.08,0.027,1
"Exoc6",0.000404259298030007,0.547515470682157,0.309,0.207,1
"Numb",0.000410274816229233,0.751212014852899,0.294,0.2,1
"Selenoh",0.000422720725057069,2.58847243197892,0.041,0.005,1
"Ifnk",0.000422720725057069,3.5223046391161,0.041,0.005,1
"Apc",0.000423460119560806,0.878516718632279,0.171,0.092,1
"Dtnbp1",0.000424595442354806,0.439183042267278,0.138,0.065,1
"Gm3417",0.000428343415075328,3.02624498308029,0.041,0.005,1
"Gstt2",0.000436461707444413,0.721927619692292,0.345,0.246,1
"Lrrk2",0.000438557777874704,1.12193376890759,0.233,0.149,1
"Gm11099",0.000438851688015739,3.7405695301478,0.035,0.002,1
"Nhs",0.000455356643098215,0.532579627479565,0.447,0.345,1
"Rnf186",0.000467373307139807,0.93820659997487,0.128,0.06,1
"Lamp2",0.000477043669324005,0.639014896542587,0.317,0.212,1
"AI987944",0.000538727314324265,1.62858241210181,0.067,0.019,1
"Hsp90b1",0.00054776837650816,0.546143570394625,0.294,0.195,1
"Dtx3",0.000553698950784901,0.523564571592432,0.218,0.128,1
"Ankrd6",0.000555866353743582,1.89884440237795,0.071,0.022,1
"Iffo1",0.000559551237864414,1.30134316221342,0.117,0.053,1
"Piezo1",0.000565853887454536,0.640196117853456,0.177,0.096,1
"Cnpy2",0.000566215216320621,1.12359057126749,0.108,0.046,1
"Ints10",0.000575489480134194,2.41375122338312,0.058,0.014,1
"Trim12c",0.000576504980424458,1.33700595466392,0.054,0.012,1
"Atp6v1b2",0.000586861277808362,0.718084254900222,0.223,0.135,1
"Gm13963",0.000595391881945006,1.95440278926291,0.045,0.007,1
"Prpf38b",0.000600488023732324,0.578411553767056,0.24,0.147,1
"Cadm1",0.000600866706098244,0.694434467200994,0.32,0.222,1
"Ak2",0.000611396661720464,0.839914281801449,0.244,0.157,1
"Fxr1",0.000615895067891069,0.477506682029835,0.132,0.063,1
"Rab5if",0.000623905732599363,1.25765009434909,0.089,0.034,1
"Fgfr1op",0.000637083489730308,0.69548252241335,0.104,0.043,1
"Asap1",0.000649106776755125,0.46940798873955,0.305,0.2,1
"Sp110",0.000656069246661578,0.993653780179491,0.11,0.048,1
"Agbl4",0.00067880415837818,1.23172810249876,0.149,0.08,1
"Prpf40a",0.000680723665797368,0.727040719741107,0.184,0.104,1
"Kdm2b",0.000690033845800899,0.727925886836955,0.108,0.046,1
"Epb41l3",0.000704160680367615,0.935476262771874,0.216,0.133,1
"Ssr2",0.000708414054884513,1.61755772768678,0.095,0.039,1
"Ankhd1",0.000713314576358118,0.289565440403245,0.35,0.243,1
"Tmed6",0.000714286872141411,1.16779150106533,0.048,0.01,1
"Sbno1",0.000720825961022372,0.590911134090568,0.188,0.106,1
"Hunk",0.000758596281307997,1.8834009983059,0.069,0.022,1
"Rcbtb1",0.000803799592149905,1.61662189003741,0.069,0.022,1
"Tpmt",0.000836024200696543,0.938603361687614,0.106,0.046,1
"Ptprd",0.000869629556721279,0.352338286125326,0.562,0.443,1
"Lgmn",0.000878059714553231,0.529310216561032,0.302,0.205,1
"Sult1c2",0.000891942353052168,1.1706336384944,0.142,0.075,1
"Nuak2",0.000891966712493154,0.258116621063229,0.186,0.106,1
"Smg7",0.00090280644514265,0.739627649480026,0.21,0.13,1
"Fgfr3",0.000923152675964742,0.982918853499469,0.097,0.041,1
"Slc22a15",0.000928618941195531,7.0401508605573,0.026,0,1
"Clca4a",0.000928618941195531,5.8656818951959,0.026,0,1
"Sgcz",0.000928618941195531,6.67529224026686,0.026,0,1
"Cgnl1",0.000930765037990753,0.606936311385243,0.324,0.234,1
"Itpr2",0.000932227425235302,0.400692853818398,0.352,0.248,1
"Zeb1",0.000934979003770393,0.546485842747475,0.181,0.101,1
"Gm13944",0.000951234382367946,2.50305746349369,0.063,0.019,1
"Psph",0.000956650532885651,3.45389554904539,0.037,0.005,1
"Ap2a2",0.000957015449213353,0.870286981591371,0.21,0.13,1
"Cdk12",0.000958094320519819,0.379981415768395,0.27,0.176,1
"Ctss",0.000965186744552505,0.369560937284871,0.4,0.284,1
"Mast4",0.000966238777408615,0.609404115751853,0.318,0.222,1
"Fam227a",0.000973048401342322,1.78580431457017,0.06,0.017,1
"Dip2b",0.000977783630260246,0.788013947374253,0.19,0.111,1
"Thoc2l",0.000984201777911779,0.625567954638996,0.292,0.202,1
"Gm28305",0.000995785007790206,6.5167026746031,0.032,0.002,1
"Itga6",0.00100721152507586,0.672809894430469,0.333,0.241,1
"Adam10",0.0010139934872548,0.598574888231575,0.184,0.106,1
"Fbxw17",0.00101550721014307,2.01293068750262,0.063,0.019,1
"Creg1",0.0010305925566186,1.19421204223415,0.127,0.063,1
"Gart",0.00104266561262124,1.89549989734131,0.067,0.022,1
"Snx29",0.00105105814610199,0.350296429805391,0.533,0.427,1
"Gigyf2",0.00106824662398371,0.414111014620142,0.248,0.157,1
"Lrp2",0.00107161155667948,0.597393588441749,0.376,0.287,1
"Auts2",0.0010778640181348,0.512568945424499,0.428,0.333,1
"Oxct1",0.00108121393963258,0.57249440196669,0.356,0.263,1
"Rnft1",0.00109395110099889,1.15287654903222,0.067,0.022,1
"Emx2os",0.00111053175438381,1.76131454574779,0.074,0.027,1
"Pde4c",0.00112781156628913,0.801731577474981,0.214,0.135,1
"Clec16a",0.00113058408804297,0.795132593961434,0.114,0.053,1
"Tanc2",0.00113823697914156,0.338769806025831,0.564,0.465,1
"Galt",0.00114572512022144,0.853907870238662,0.14,0.072,1
"Plcl1",0.00115595943973801,0.592844912596718,0.389,0.284,1
"Slc16a12",0.00116139974441727,0.81276976652303,0.218,0.137,1
"Veph1",0.00118887526362865,1.1069527648565,0.171,0.099,1
"Mthfr",0.00120951894210302,1.06478545520492,0.102,0.046,1
"Clnk",0.00123434890892809,2.95411723465707,0.041,0.007,1
"Enah",0.00124355175497751,0.995997596640744,0.123,0.06,1
"0610005C13Rik",0.00125145687896735,0.638098883732631,0.302,0.212,1
"Uqcrh",0.00125368178108066,0.541116114820568,0.227,0.142,1
"Sh3gl1",0.00125895112098535,0.614196048786667,0.14,0.072,1
"Cttnbp2",0.00127397183805806,0.973029221601083,0.16,0.089,1
"Vps72",0.00128272488853141,1.51623727636406,0.088,0.036,1
"Gm16599",0.00129696833993814,0.72883100860707,0.132,0.067,1
"Nprl2",0.00131647409666975,0.296465536959414,0.082,0.031,1
"Cubn",0.00132564101213145,0.682735522596019,0.244,0.159,1
"Pde7b",0.00134423601343861,0.518009672975434,0.276,0.186,1
"Dennd1a",0.00135948053811289,0.152753336085728,0.493,0.376,1
"Capn15",0.00138107214649051,1.15888634181693,0.143,0.077,1
"Cyp24a1",0.00140462704591819,1.25639789999895,0.114,0.055,1
"Pdia3",0.0014145387147503,0.638327001243429,0.255,0.169,1
"Etfa",0.00142562513084702,0.684474721492343,0.179,0.104,1
"Neb",0.00142702733953436,6.8854441549187,0.024,0,1
"Tex14",0.00142702733953436,6.07454416951209,0.024,0,1
"Mapk13",0.00142702733953436,6.21585957949953,0.024,0,1
"Gstcd",0.00142834649086861,1.81349215009538,0.058,0.017,1
"Zmat3",0.00142873205142599,4.24573243847706,0.035,0.005,1
"Fbl",0.00148495060455078,1.92624127940784,0.061,0.019,1
"Ftl1-ps1",0.00148567481721451,2.02761303386551,0.069,0.024,1
"Esm1",0.00148973095917065,3.81109934043862,0.045,0.01,1
"Mus81",0.00151371938922862,0.786577900164522,0.058,0.017,1
"Clec4a3",0.0015448694255012,1.56943883180235,0.061,0.019,1
"Sfrp1",0.00155000249799901,1.09855351991942,0.08,0.031,1
"Stxbp5l",0.00156454187422248,0.760801002324274,0.16,0.089,1
"Atxn2",0.00158185191251625,0.523097772624761,0.197,0.12,1
"Bicc1",0.00158762079700678,0.453442196985345,0.404,0.304,1
"Pctp",0.00160636414270845,1.86997648969124,0.045,0.01,1
"Nipal2",0.00161982943943885,0.337575193386653,0.045,0.01,1
"Fgd4",0.0016478013477325,0.433138231128506,0.255,0.171,1
"Trim2",0.00165503678944372,0.980267839234962,0.173,0.104,1
"Lmo4",0.00166253686217233,1.57852707336415,0.102,0.048,1
"Klf12",0.00166315950293191,0.587997734353945,0.294,0.205,1
"Cers6",0.00167607140416871,0.823658220278175,0.155,0.087,1
"Pam",0.00169352011792211,0.575470227576895,0.318,0.224,1
"Ints6",0.0017093940401497,1.07559991133956,0.162,0.094,1
"App",0.00171158887833383,0.307956335724239,0.417,0.313,1
"Cldn2",0.00171307283500955,0.809878064722298,0.13,0.067,1
"Tnnc1",0.00177022339763949,2.12571858469856,0.048,0.012,1
"Lcmt2",0.00183166669854069,2.83503490633089,0.039,0.007,1
"Rasa1",0.00184733008048059,0.690839678980352,0.14,0.075,1
"Glis3",0.00186844375620706,0.58195502314396,0.389,0.299,1
"Lmtk2",0.00188066100764145,1.05924585451111,0.155,0.089,1
"Pclo",0.001911289064726,1.00033033781278,0.175,0.106,1
"Alad",0.00191166036778988,1.13425785344358,0.106,0.051,1
"Espn",0.00191285131886771,1.93634358968125,0.052,0.014,1
"Pdzk1",0.00191588648925184,0.506059731150672,0.298,0.212,1
"Ccdc191",0.00192077429747795,1.26281755029448,0.134,0.072,1
"Pde4b",0.00193028973744456,0.426304182335895,0.182,0.108,1
"Gm19522",0.00195031019042808,0.313574420844825,0.084,0.034,1
"Nr1h4",0.00196565647614838,0.445537763016741,0.283,0.193,1
"Decr2",0.00197100032844199,1.88130779372939,0.052,0.014,1
"Cfap97",0.00199076475943358,1.69766637947394,0.063,0.022,1
"Surf2",0.00203948089349824,1.90277398362792,0.056,0.017,1
"Plekhg5",0.00210130847425528,1.86755954003217,0.06,0.019,1
"Gas2",0.00210366148414858,0.969362846452308,0.223,0.149,1
"Twnk",0.00213467042869826,3.14776829465004,0.043,0.01,1
"Kansl1",0.00215751182973147,0.270815819032552,0.469,0.359,1
"Tmem205",0.00216352381250965,1.11313026661715,0.14,0.077,1
"Proc",0.00216471395345446,1.46541379719487,0.074,0.029,1
"Napg",0.002180181164098,1.88714830226818,0.063,0.022,1
"Eml5",0.00218620890628698,0.916849442191382,0.134,0.072,1
"Sap130",0.00219472637819128,0.799916362771806,0.125,0.065,1
"Card14",0.00219605204936819,6.06028338053197,0.022,0,1
"Hic2",0.00219605204936819,6.17296686928476,0.022,0,1
"Atp13a4",0.00219605204936819,5.41655612504858,0.022,0,1
"Zdhhc23",0.00219605204936819,6.89864051766863,0.022,0,1
"Mical2",0.00220667211880299,2.30460860999658,0.043,0.01,1
"Josd1",0.0022305579562995,2.82751786817343,0.034,0.005,1
"Tln2",0.00223618024047328,0.247353582627418,0.246,0.157,1
"Gm16093",0.00223769022727304,3.08936736775788,0.034,0.005,1
"Etv1",0.00224233855126496,1.10036527259748,0.125,0.065,1
"Elovl7",0.00224599689153602,1.01142344641221,0.136,0.075,1
"Sptlc2",0.00226164880802229,0.796389603181994,0.218,0.142,1
"Ddit3",0.00227977676276698,1.0075059034367,0.067,0.024,1
"Tspan5",0.00231094484856586,0.783911589466877,0.138,0.075,1
"Mtm1",0.00238907653158422,1.21504672312863,0.071,0.027,1
"BC004004",0.00240762691644964,0.666723532099617,0.153,0.087,1
"Hba-a1",0.00243053976516079,3.50725582796733,0.028,0.002,1
"Igfbp4",0.00243295609748062,0.664162431005723,0.279,0.2,1
"Prom1",0.00243474854477293,0.714042692294342,0.225,0.149,1
"Pah",0.00244479388546364,0.290565389723516,0.346,0.246,1
"Usp21",0.00244778680347424,2.48436747254448,0.028,0.002,1
"Ocrl",0.00246092214005397,1.25964866383091,0.091,0.041,1
"Cfl1",0.00247296419644844,0.80342896428177,0.13,0.07,1
"Erich1",0.00250825201743213,1.76518963914275,0.047,0.012,1
"Bmp6",0.00255053755700126,0.67073081032637,0.166,0.096,1
"Yipf5",0.00255309512557697,1.30871565408761,0.101,0.048,1
"Clip4",0.0025608189883534,1.92728182206624,0.047,0.012,1
"Atat1",0.00257384053283156,0.884306155340791,0.151,0.087,1
"3110082I17Rik",0.00257863767428215,0.211334967874034,0.082,0.034,1
"Prpf18",0.00260090498699231,1.49024202171636,0.047,0.012,1
"Id2",0.00265437976968925,0.394499882018319,0.412,0.325,1
"Hagh",0.00266550030409036,0.497720419671655,0.253,0.169,1
