"Gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GPR65",4.25542179673048e-05,0.530474405069067,0.434,0.327,0.966363735819525
"SAMD8",0.000409241761467734,0.528515331904584,0.27,0.18,1
"PANK2",0.00183171353149507,0.527534192361352,0.309,0.232,1
"NMI",0.000151635575400503,0.527530173577974,0.438,0.335,1
"CALM3",8.19017378269427e-10,0.52642819441365,0.668,0.576,1.85990656431204e-05
"TMOD3",0.000502346114490818,0.526169537773412,0.405,0.325,1
"GSTP1",1.39984790668778e-06,0.525683851114171,0.536,0.412,0.0317891461129727
"AC005154.6",0.00057627743851359,0.524930903931576,0.322,0.233,1
"SERF2",1.98803411111152e-32,0.52480738526289,0.931,0.837,4.51462666292315e-28
"DNMT3A",0.00212139618728006,0.522553504110631,0.26,0.186,1
"ORMDL2",0.00577749370582746,0.522402387948107,0.27,0.206,1
"TMEM165",1.92771874116525e-05,0.521795945089475,0.451,0.341,0.437765648931217
"ACIN1",1.03177617894453e-06,0.521578158340495,0.546,0.418,0.0234306052476513
"TPM4",9.16923732153559e-05,0.519765708741225,0.457,0.358,1
"COX6B1",4.25305566218517e-09,0.518137050557998,0.664,0.528,9.65826410325629e-05
"GGA1",0.00179520376269929,0.517962685680563,0.273,0.198,1
"CALM2",2.12298930702818e-19,0.516467340694015,0.819,0.698,4.82109641733029e-15
"TMED9",1.76705382280598e-06,0.516103854583528,0.543,0.406,0.040128025262101
"NFE2L2",2.94535745293808e-05,0.514474813777994,0.454,0.339,0.668861223987708
"RGS10",0.000184164588456887,0.514452907100156,0.395,0.298,1
"SMAP2",2.00892498022555e-10,0.512499722970494,0.707,0.558,4.5620677375942e-06
"JUNB",3.40922507874423e-20,0.51138877697553,0.888,0.755,7.74200923132028e-16
"PCYT1A",0.0017910651136275,0.510134304211194,0.339,0.262,1
"SPATS2L",0.000256188433153687,0.509668906454277,0.398,0.299,1
"SYMPK",0.00074329271810819,0.509159314138488,0.296,0.208,1
"VAMP8",3.70204767040659e-06,0.50821247124062,0.569,0.496,0.0840698005472633
"PAK2",3.08463404703702e-07,0.507981257315224,0.599,0.49,0.00700489545741637
"CHMP3",0.000157470187856459,0.507897427271316,0.411,0.307,1
"FAM91A1",0.00361145160009132,0.505927009565956,0.266,0.195,1
"FAM96A",0.000237516449655138,0.503505050469084,0.368,0.267,1
"WDR11",0.000170964669912025,0.502558283195913,0.388,0.288,1
"MTHFR",0.000395615394764198,0.501932790768519,0.332,0.241,1
"TLN1",2.1089143581643e-20,0.501841512025002,0.852,0.734,4.7891336159553e-16
"UBE2A",0.000824217245378351,0.500374431832215,0.349,0.261,1
"CSGALNACT2",0.000664793636267335,0.499730393379686,0.312,0.226,1
"CHMP2B",0.000707674636752031,0.499222846897816,0.319,0.23,1
"STAT5A",0.00487801369879213,0.496321617620327,0.309,0.239,1
"DNAJC13",0.00229812480903158,0.496171600696818,0.303,0.227,1
"SESN1",6.34374371365136e-05,0.495399409326665,0.329,0.22,1
"GANAB",0.00807426316531132,0.494514761000763,0.312,0.251,1
"ELMO2",0.00359586458576711,0.494211138506474,0.273,0.202,1
"RAB2A",1.15642510306713e-05,0.492803434804943,0.523,0.412,0.262612576655514
"ARHGAP4",0.00184298047546133,0.492323054442698,0.375,0.293,1
"GNAI3",0.000151800153333318,0.490993585963467,0.388,0.288,1
"PPP1R15A",4.40863477856323e-05,0.490148819580573,0.477,0.374,1
"CPEB4",0.000101096296780647,0.48913858374387,0.378,0.267,1
"NDUFS6",0.000849071901304812,0.488798561856883,0.441,0.354,1
"PARP14",5.0751960658498e-13,0.48871559601852,0.776,0.652,1.15252627459383e-08
"ARHGEF2",6.95864694518964e-07,0.48865113178711,0.562,0.422,0.0158023913478312
"PRNP",0.00198157174771379,0.48769374615607,0.326,0.25,1
"DDX60L",1.96789281702687e-05,0.487617376837987,0.503,0.388,0.446888779818632
"C7orf73",0.00103313297109502,0.487566333812201,0.349,0.259,1
"ACTR2",8.70549409847202e-29,0.486738340472914,0.934,0.828,1.97693065482201e-24
"NUP62",6.69805052655603e-05,0.486149231657464,0.493,0.389,1
"MAP7D1",0.0066370187926946,0.485599672925839,0.312,0.245,1
"RBPJ",1.7634521191967e-07,0.485422935011627,0.589,0.437,0.0040046234174838
"STAT6",4.66384246560846e-08,0.482642421742568,0.638,0.519,0.00105911198551502
"MAPRE1",0.00213942368450934,0.482460513760271,0.378,0.295,1
"ERP44",0.000878708205381249,0.481796220523306,0.391,0.307,1
"C6orf106",0.00839998396335684,0.479811087443668,0.329,0.266,1
"MIS18BP1",3.25634627145215e-05,0.478788031103728,0.48,0.375,0.739483674784069
"IVD",0.0106881396837305,0.477975019962154,0.322,0.265,1
"CRTAP",0.00112932588234938,0.477779785798601,0.378,0.298,1
"NAA20",0.0199053632669483,0.477322188951181,0.283,0.232,1
"EPSTI1",8.0069627509216e-10,0.476928513050866,0.694,0.541,1.81830117110679e-05
"DYNC1LI1",0.0143423792427815,0.476467395823366,0.257,0.198,1
"WIPI2",0.00414672257244743,0.475520175730841,0.388,0.318,1
"NFKBIA",7.22899138583969e-13,0.475161740709578,0.829,0.704,1.64163165381034e-08
"APC",0.000561606557399243,0.474717915781606,0.362,0.27,1
"LRRFIP2",0.000596009789754722,0.473785499085676,0.266,0.179,1
"TPM3",2.21269395457353e-14,0.472061549508192,0.78,0.691,5.02480670144102e-10
"SFT2D2",9.36944547854642e-05,0.470725166899371,0.474,0.368,1
"PPP1CB",0.000138173642280431,0.469994859992684,0.484,0.401,1
"CALU",0.003525393162463,0.469686580018832,0.257,0.186,1
"CAP1",5.71843575593124e-29,0.469681653347336,0.908,0.834,1.29859957581443e-24
"EXOC1",0.000797893168263457,0.469375843113539,0.391,0.293,1
"TRIM14",1.20531402742697e-06,0.469041900265107,0.582,0.449,0.0273714762488391
"IRF7",1.28551890450377e-05,0.468671083121021,0.484,0.346,0.291928488023762
"PLEKHB2",0.000324796356748992,0.468449978097095,0.474,0.384,1
"ZCCHC2",0.000259895112956323,0.467821648943643,0.428,0.322,1
"ILK",0.000669380615685784,0.466650429495952,0.349,0.255,1
"RASSF3",0.00376881269410923,0.466591878631892,0.342,0.27,1
"PRPF19",0.149217198036324,0.46654957570224,0.253,0.225,1
"PKM",2.57172261613121e-09,0.466089274461376,0.697,0.589,5.84012488897237e-05
"MSN",8.78572150906292e-20,0.465900068578722,0.882,0.788,1.9951494974931e-15
"MAF",1.5327617206675e-05,0.465489490235953,0.536,0.406,0.348074859146383
"RRAGC",0.00352461724325992,0.464443156290255,0.345,0.272,1
"CHMP4B",0.0044795791434117,0.463828901745025,0.322,0.257,1
"SERP1",2.00606052672921e-09,0.463124036553338,0.717,0.607,4.55556285014937e-05
"PRR14L",0.00147246095778831,0.462428835651076,0.372,0.283,1
"ADAM10",0.000185388518644215,0.461991918708293,0.454,0.362,1
"FKBP8",0.00662808858270689,0.459110191932546,0.339,0.272,1
"PAG1",9.08473356761911e-07,0.459037856049741,0.602,0.485,0.0206305214587062
"PIEZO1",0.0126008705518668,0.458547505955402,0.253,0.193,1
"MDM2",0.023487417554991,0.458473927359405,0.289,0.235,1
"FOS",1.78919866780743e-16,0.457991040603189,0.872,0.724,4.06309125472389e-12
"CDC42",9.98942081092468e-15,0.453970080694703,0.836,0.732,2.26849757195289e-10
"FBXO42",0.0179717623631027,0.452547974623615,0.276,0.219,1
"ARMCX3",0.0163942983735629,0.451881270577015,0.25,0.192,1
"RSRC1",0.0131926796877708,0.448764172224038,0.28,0.214,1
"CTC-241F20.3",0.000950581175223884,0.448725441445596,0.27,0.185,1
"COX17",0.000507795605232622,0.448609016716557,0.431,0.343,1
"NAP1L1",1.58022168309235e-12,0.448509853562705,0.816,0.752,3.58852542013441e-08
"DOCK2",0.000577265525411942,0.448465815175435,0.464,0.378,1
"PRR13",0.00160717399257517,0.448369058334985,0.395,0.309,1
"ZNF706",0.0194869445282478,0.448151426517252,0.293,0.234,1
"LRRFIP1",4.18381789313477e-23,0.447386082773368,0.921,0.814,9.50103205351976e-19
"VDAC1",0.00106444688850546,0.446530190731485,0.467,0.387,1
"PSMD7",0.000163147840875343,0.444652237656272,0.523,0.431,1
"ATP6V0E1",1.56645317301076e-07,0.44350069457469,0.661,0.568,0.00355725851059013
"CNDP2",2.66558033953377e-05,0.442862196662842,0.497,0.37,0.605326639304725
"FAR1",0.000498992453906723,0.442743820283445,0.405,0.308,1
"SPPL3",0.0748616682869128,0.44266504791349,0.276,0.239,1
"CD97",9.67305035148427e-08,0.441957081644407,0.671,0.556,0.00219665300431856
"GPR108",0.0214931022105626,0.439659762861909,0.286,0.23,1
"DENND4B",0.000158758573708345,0.43895002061324,0.49,0.395,1
"GDI2",8.44058425850748e-06,0.438695188475358,0.605,0.521,0.191677227926446
"HIPK3",0.000592972568879802,0.438366810814007,0.457,0.374,1
"VPS53",0.00998148195488846,0.437834309156347,0.309,0.245,1
"OXR1",0.00355229762650158,0.437822593308133,0.339,0.259,1
"COX5B",0.000395952698765651,0.435115086118163,0.503,0.429,1
"DDX27",0.00278092456822197,0.434480970743849,0.414,0.334,1
"DCTN1",0.00449234020604627,0.433421141121007,0.349,0.275,1
"CCDC12",0.0182053655526271,0.432039157673798,0.283,0.227,1
"ARHGDIA",0.000365112218067105,0.431512096455611,0.543,0.463,1
"PPP2R1A",0.0192218391389558,0.430024976806743,0.339,0.287,1
"DRAM2",0.00107231268609124,0.428651741713486,0.336,0.246,1
"MRPS5",0.011418564321851,0.427774662705997,0.306,0.246,1
"CCDC47",0.024667812382731,0.427738492487938,0.286,0.232,1
"TAOK3",2.67671716562112e-09,0.427629218243105,0.707,0.627,6.078557011409e-05
"HSPH1",8.53077755329359e-05,0.427514831577726,0.507,0.407,1
"TMEM147",0.00872441894673946,0.4247539738521,0.27,0.204,1
"SGPP1",0.0284238479474306,0.424220234055074,0.266,0.215,1
"TAOK1",8.00122101217489e-05,0.423706301777556,0.582,0.498,1
"UQCRQ",0.000355763237289704,0.423154325158097,0.474,0.369,1
"SH3BGRL3",1.85664612598968e-29,0.421902210808707,0.954,0.917,4.21625768750997e-25
"YWHAE",2.67685611907693e-06,0.421520752473329,0.615,0.515,0.060788725608118
"FAM32A",0.00740695612429687,0.420727463850979,0.362,0.297,1
"RHOT1",0.0140763623580737,0.420709694462275,0.306,0.246,1
"ST3GAL5",0.00164357697537212,0.418959433898433,0.438,0.375,1
"NFKB1",0.00661288668729374,0.418569493815269,0.411,0.346,1
"EEA1",0.0016921571657442,0.417882450013579,0.398,0.309,1
"KLF6",1.2935302730079e-27,0.417153001642455,0.967,0.883,2.93747789697365e-23
"NR1H2",0.0760610059885017,0.416035622700204,0.306,0.267,1
"KPNA4",0.00322715913121587,0.414463802204034,0.441,0.369,1
"SH2D3C",0.0137596925108585,0.414090527243104,0.368,0.324,1
"SNX17",0.00329898856016351,0.414071824215373,0.345,0.264,1
"ENO1",1.42442974312033e-11,0.410843968572856,0.793,0.697,3.23473750365195e-07
"FGD5-AS1",0.000979346895370995,0.409015876630447,0.421,0.331,1
"PROSC",0.0111091960862642,0.406619371503967,0.345,0.28,1
"PITPNA",0.0216479743226336,0.406385641159723,0.276,0.221,1
"MPC1",0.0114325230563726,0.406251572081491,0.316,0.256,1
"ANAPC11",0.0255997731373065,0.406070807897599,0.257,0.202,1
"NECAP2",0.00209636529552258,0.40496147774132,0.362,0.273,1
"GIMAP4",2.09408701310925e-06,0.402940088396894,0.684,0.543,0.0475546219806979
"AP1M1",0.00459034521503438,0.402692255431065,0.336,0.258,1
"CCT5",0.000691815847897327,0.402515474224303,0.457,0.375,1
"SQSTM1",5.98929307629039e-05,0.402160911829617,0.589,0.512,1
"ARPC2",3.39120928585598e-38,0.401327641236153,0.99,0.942,7.70109716725034e-34
"SLIRP",0.0197858934573866,0.401257436880866,0.276,0.217,1
"LRPAP1",0.00569603034520629,0.399437120577628,0.382,0.307,1
"PBDC1",0.0824275996980087,0.39924988116943,0.26,0.223,1
"NDUFS2",0.0123778418830023,0.399006728039411,0.411,0.352,1
"RALBP1",0.0267224198111679,0.398795577859815,0.385,0.335,1
"SQRDL",0.0384019522594015,0.397095545137882,0.286,0.236,1
"PTPN12",0.00014868223775643,0.396247347121796,0.503,0.377,1
"SNF8",0.0295947181323711,0.395545560118218,0.319,0.262,1
"INPPL1",0.0192367551123832,0.395229175131073,0.27,0.213,1
"ACTB",3.22397950773289e-48,0.394691360680204,0.997,0.974,7.32133506411061e-44
"HDAC2",0.0135832682365913,0.394604399862032,0.372,0.305,1
"OTUB1",0.0590820081544865,0.392313929273656,0.322,0.276,1
"CYB5R4",0.0192511706571039,0.392210808587143,0.266,0.207,1
"FYB",1.48015900709886e-12,0.39174117002521,0.967,0.783,3.36129308922079e-08
"ATXN2",0.00343807994894662,0.391345222951654,0.395,0.316,1
"NDUFA6",0.0131894919970491,0.390720778260504,0.339,0.277,1
"EIF6",0.0359135532872927,0.39063434014831,0.303,0.248,1
"BLOC1S2",0.0126104181076945,0.390434314138575,0.388,0.323,1
"PHACTR2",0.00225568958823484,0.390329008196321,0.421,0.331,1
"COX8A",2.32148541414913e-05,0.390320232828923,0.655,0.582,0.527186122699126
"SNRPC",0.0125959785431865,0.387720356302092,0.336,0.269,1
"TMSB10",1.15521066326781e-25,0.387509956061849,0.967,0.921,2.62336789521488e-21
"RAB4B",0.0215619072768784,0.386568030179115,0.322,0.258,1
"IFIH1",0.00301689343512051,0.385809839767159,0.398,0.31,1
"SDCCAG8",0.0145902147238919,0.384337578834515,0.299,0.237,1
"RSU1",0.00566202671027755,0.383046188992933,0.434,0.357,1
"PFN1",2.37992671003418e-25,0.382847688201382,0.964,0.92,5.40457556581662e-21
"TTC1",0.020304247715201,0.382102746874956,0.326,0.266,1
"KHSRP",0.00260255502392768,0.380493544234968,0.461,0.371,1
"DUSP22",0.0176871812610845,0.37733962473776,0.306,0.243,1
"CNPPD1",0.0214462929921368,0.376086437862187,0.293,0.233,1
"TUBB",1.25273309319077e-05,0.375735353230325,0.658,0.599,0.284483158132692
"ITM2B",3.34466553774686e-21,0.374387161133813,0.941,0.88,7.59540096966933e-17
"PGK1",1.52307391737253e-06,0.373622268158108,0.664,0.608,0.0345874855896128
"ATP2A2",0.00941063992978786,0.373006576306922,0.365,0.288,1
"LARP1",1.91354046624997e-06,0.372573885261488,0.704,0.605,0.0434545904480705
"CLEC2B",0.00534073957733234,0.372568864781227,0.451,0.378,1
"UBE2B",8.15800239662606e-05,0.371294666180388,0.609,0.513,1
"ITFG1",0.0401564238842559,0.369834009087725,0.263,0.211,1
"IFNAR2",0.00313597872955053,0.368845086577934,0.421,0.338,1
"B4GALT1",0.022656565153845,0.368205992438325,0.362,0.301,1
"LAMP1",0.00251955553204029,0.367600918445199,0.503,0.43,1
"MTIF2",0.0245026680260552,0.366865373508308,0.263,0.206,1
"PML",0.0132212473792999,0.366665042477953,0.352,0.287,1
"OSTM1",0.00996024292204665,0.36607815068727,0.276,0.208,1
"CLIC1",1.50484565867403e-12,0.365984866344701,0.829,0.782,3.41735400628285e-08
"CHMP2A",0.0131604576912078,0.363431780992953,0.388,0.322,1
"COX7B",0.0800659892589024,0.362804783735112,0.316,0.279,1
"GATAD1",0.0142035968581767,0.361596271916441,0.303,0.239,1
"PTP4A1",0.0101006670277589,0.359777317435768,0.385,0.316,1
"AAMP",0.0214111162624389,0.359616949752432,0.309,0.249,1
"ATP5I",0.0995085487346163,0.359332417882834,0.355,0.326,1
"PSME3",0.0581002813875702,0.359275985503946,0.306,0.263,1
"PSMB2",0.0783068338781464,0.357256442999305,0.289,0.245,1
"ETF1",0.164725978551568,0.35505526103421,0.276,0.247,1
"YKT6",0.153420705199629,0.35238468650362,0.276,0.25,1
"BCAP31",0.00561963507257167,0.351717585163132,0.461,0.393,1
"EIF4A1",0.00223031417015262,0.350627261482732,0.503,0.424,1
"PTGER4",0.00208671404021415,0.350580242013221,0.421,0.325,1
"SSH2",0.0816439086509934,0.348702117712149,0.336,0.299,1
"CMPK2",0.000633047920285069,0.348692353294349,0.309,0.212,1
"MTCH1",0.0455556956370703,0.348098631242799,0.326,0.273,1
"SNRNP27",0.151831154366585,0.348069998847302,0.28,0.247,1
"ZFP36L1",3.16434567439017e-15,0.347443585177144,0.908,0.872,7.18591259197264e-11
"SMNDC1",0.0777261439317622,0.345499215354494,0.296,0.249,1
"HDLBP",0.00179455639465647,0.344832850397607,0.461,0.376,1
"ATP5H",0.00445853521163447,0.343099355149752,0.48,0.415,1
"SEC61A1",0.0343791387235769,0.341516156468192,0.382,0.327,1
"COPS7A",0.0208478402093099,0.341510096382993,0.286,0.223,1
"PUF60",0.087780739514113,0.34116402413277,0.289,0.245,1
"ARHGAP30",1.95545483235375e-06,0.340804434818016,0.747,0.656,0.0444064237879212
"FAM49B",4.36763614678643e-06,0.340521954074662,0.701,0.607,0.099184649257373
"CNP",0.029668963808702,0.340111395329726,0.289,0.23,1
"CAPZA1",6.6696386089054e-07,0.339684602978204,0.763,0.692,0.0151460823169633
"TCF25",0.000321205745567823,0.337064501320376,0.651,0.563,1
"CCNG2",0.0413408148806813,0.336929712490479,0.283,0.23,1
"SOS2",0.0404439521985732,0.336829984314308,0.306,0.255,1
"ATP5G3",0.000405856010474102,0.336596170797615,0.579,0.494,1
"BSG",0.199589877146341,0.336380761444204,0.316,0.286,1
"TRIM38",8.31162348889651e-07,0.336278112714181,0.747,0.633,0.0188748657809351
"FAM96B",0.143664886848044,0.334476621098554,0.289,0.259,1
"FNDC3B",0.0108257964170727,0.334407693488989,0.355,0.281,1
"COPA",0.00320203237442958,0.33423869652459,0.539,0.483,1
"VIM",1.40319252193446e-09,0.332945196117063,0.793,0.743,3.18650989806098e-05
"ACTR3",1.85162378505666e-08,0.332596089568195,0.796,0.728,0.000420485245348516
"ACAA1",0.0047065583726382,0.3300777059708,0.382,0.301,1
"NDUFA1",0.00275689885635367,0.32981474014139,0.592,0.52,1
"WDR43",0.0340015752272054,0.329293033198691,0.293,0.236,1
"MOV10",0.080118844196019,0.329223071472334,0.25,0.204,1
"REEP5",0.00273758604673042,0.328115842170102,0.562,0.507,1
"HNRNPAB",0.0612309979900383,0.32752264699733,0.405,0.366,1
"PATL1",0.0584939010275736,0.326976056880309,0.312,0.26,1
"LMO4",0.00226851398077753,0.326625578428673,0.503,0.404,1
"BAZ2B",0.00365378593517687,0.325236177768738,0.51,0.438,1
"CPT1A",0.0626039754183298,0.3247694521249,0.26,0.21,1
"KRAS",0.0193032597665999,0.323661306028951,0.414,0.352,1
"MR1",0.0241294992819015,0.323640190416006,0.336,0.275,1
"ARF1",1.43266976065867e-05,0.323158680868111,0.72,0.665,0.325344975947977
"ROMO1",0.109820581581264,0.321040987586896,0.349,0.314,1
"HSP90AA1",7.49756675563288e-20,0.320965733025844,0.961,0.936,1.70262243453667e-15
"GSK3A",0.15792572469043,0.32076962166587,0.289,0.26,1
"MT-RNR1",1.79820236225282e-31,0.319559855663229,1,0.987,4.08353774443993e-27
"JUND",2.13982577148510e-10,0.316661334614825,0.908,0.844,4.8593303444655e-06
"CALCOCO2",0.0290311752245939,0.3166282690207,0.375,0.316,1
"VPS28",0.0565105245422472,0.315912174091981,0.322,0.27,1
"WBP2",0.0295377293708171,0.315106016532477,0.47,0.427,1
"GPI",0.0480075168752245,0.312886294183802,0.332,0.286,1
"GNB1",8.84929948584793e-05,0.312317584148638,0.701,0.636,1
"LARP7",0.000593548262547156,0.310355807656244,0.576,0.468,1
"SZRD1",0.12870659336703,0.310043052849129,0.322,0.285,1
"NDUFB5",0.0557073030841655,0.309299010972184,0.339,0.285,1
"SERPINB1",0.0668614099632244,0.308954170221555,0.424,0.384,1
"ATP6V1A",0.0401921278977262,0.307774559589658,0.359,0.301,1
"RC3H1",0.0437081685582039,0.306667374724633,0.349,0.296,1
"DDX21",0.00126455880743727,0.30607079240103,0.615,0.544,1
"SPN",0.00197414237505474,0.305515549371218,0.618,0.601,1
"ATP13A3",0.243264356659176,0.30429677785636,0.28,0.257,1
"IRAK1",0.140062934992973,0.303943204435998,0.289,0.257,1
"CYB5R3",0.0621875560518602,0.303792482814836,0.382,0.337,1
"CELF1",1.24536572501478e-05,0.303589414964256,0.74,0.691,0.282810102493606
"EIF5A",0.144725981098609,0.30247000348081,0.322,0.288,1
"AHCYL1",0.0309977110404415,0.301938057527701,0.414,0.356,1
"FOXN3",0.00819683774025137,0.301732978863058,0.579,0.531,1
"CDC42EP3",0.0165410299535782,0.301286257053874,0.497,0.463,1
"GPCPD1",0.00931212951473821,0.301252428794577,0.474,0.398,1
"DYNLRB1",0.0150675243128155,0.300124596284044,0.52,0.463,1
"WDFY1",0.0476992415535893,0.299625712617995,0.296,0.238,1
"MIEN1",0.295100699164004,0.299594294492007,0.253,0.235,1
"PFDN5",1.15869050769299e-05,0.299475937803948,0.76,0.709,0.263127027392002
"TAF10",0.0400308680273461,0.298155244548934,0.434,0.399,1
"TLE3",0.106407893243572,0.296286964122926,0.289,0.245,1
"TMX1",0.0878093455988823,0.295908057425745,0.299,0.255,1
"MYO1G",0.114491495806157,0.295882617149918,0.408,0.4,1
"SLC25A6",1.79657294496645e-05,0.295366509507956,0.793,0.734,0.407983750072431
"RPF1",0.116714233680876,0.294753474754706,0.283,0.239,1
"PSMA7",9.12461315032851e-06,0.294350891113801,0.773,0.714,0.20721084003081
"CFL1",6.49128207450893e-26,0.294165747563754,0.99,0.966,1.47410524630023e-21
"MVP",0.201199752728597,0.293262998940114,0.312,0.288,1
"LARP4B",0.0118068627808952,0.292070154279451,0.428,0.346,1
"IRF8",0.0130243921684825,0.291378476931053,0.27,0.202,1
"TM2D1",0.109423472008287,0.290326675288796,0.27,0.227,1
"TPI1",0.0097186266022867,0.28870830877419,0.493,0.435,1
"KIAA0247",0.0586071747609237,0.28562545634122,0.375,0.322,1
"USP3",0.0244672152861393,0.285538312062097,0.451,0.387,1
"PSMF1",0.185041854106131,0.285510791842289,0.382,0.357,1
"SKIL",0.078767491725189,0.285086376532696,0.273,0.229,1
"TMSB4X",5.55350220926003e-31,0.284061461946998,0.997,0.968,1.26114481670086e-26
"DYNLL1",0.0449369351484788,0.283176733642842,0.454,0.41,1
"CLTC",0.00155307370817291,0.282450675942736,0.612,0.544,1
"HDGF",0.011768654663458,0.281586542912076,0.52,0.45,1
"SAP30BP",0.263844218906702,0.280977764499901,0.273,0.249,1
"CCT6A",0.0270416891846365,0.280095657154125,0.477,0.424,1
"RSAD2",0.00219870922943648,0.2793277635705,0.398,0.304,1
"ESF1",0.0321883125872946,0.278339353718297,0.332,0.267,1
"TSG101",0.317525730045687,0.277762153084748,0.26,0.238,1
"NDFIP1",0.026322015666507,0.277472090595441,0.48,0.446,1
"CANX",0.00156640585119648,0.277064028027372,0.641,0.576,1
"SLC1A5",0.0444550306705525,0.276961825241565,0.312,0.256,1
"PARP9",0.000748591533520328,0.27680295815779,0.671,0.588,1
"SEPW1",0.0772222999325278,0.276461321156503,0.428,0.384,1
"TOR1AIP2",0.128587361537035,0.276292889964595,0.283,0.243,1
"TXNDC12",0.0548791762750311,0.275025926180056,0.362,0.312,1
"LCP1",2.16868098978779e-14,0.274563361407655,0.961,0.899,4.92485765970909e-10
"CYC1",0.0443255802638879,0.274433514089076,0.322,0.263,1
"SHOC2",0.0615468363626078,0.274125075730981,0.365,0.316,1
"MT-ATP8",1.70401505465115e-21,0.272474372938832,0.997,0.984,3.8696477876073e-17
"SDHB",0.0237423152180574,0.272280365252441,0.395,0.323,1
"TCF4",6.39165280377079e-05,0.272008206953226,0.395,0.257,1
"MARK2",0.18537735822906,0.271029213803597,0.329,0.292,1
"DNAJA1",0.0047143255091105,0.27035132169915,0.599,0.541,1
"IQGAP1",4.664064844471e-08,0.269399207593245,0.865,0.792,0.00105916248553092
"SH3GLB1",0.120109656084085,0.269311720725275,0.457,0.439,1
"AGFG1",0.0572030796443418,0.268603288420925,0.398,0.347,1
"IRF2",0.103336788465086,0.267584178656691,0.375,0.346,1
"CSNK2B",0.0157365644434681,0.266565881054913,0.546,0.485,1
"BAG6",0.215810103724895,0.265576193203929,0.319,0.29,1
"NABP1",0.0216951345941147,0.265530011451308,0.451,0.381,1
"RAP2A",0.0214728918027603,0.265007378953835,0.293,0.225,1
"HIF1A",0.0566563502706868,0.264502901823075,0.401,0.346,1
"TBC1D9B",0.0442422936491803,0.262967139024007,0.273,0.218,1
"PTMA",6.24106946630328e-14,0.261355173294417,0.97,0.942,1.41728446510281e-09
"LMAN2",0.0323878955444211,0.261010756805249,0.457,0.404,1
"PDCD6IP",0.0124113808665222,0.260280200206176,0.536,0.49,1
"TSPAN3",0.0874244752152484,0.259706934407742,0.276,0.23,1
"ATP5J2",0.0125867617745507,0.259374430442546,0.536,0.488,1
"SRRM2",4.89694062310481e-08,0.258594341566626,0.852,0.798,0.00111204624610087
"GSAP",0.0517177094884907,0.257425245724617,0.332,0.276,1
"MED29",0.218328135711958,0.256815455732239,0.253,0.221,1
"ATP5E",3.11331562868625e-11,0.256687429509249,0.921,0.909,7.0700284611836e-07
"SEC11A",0.0511807287705127,0.25515326505808,0.461,0.41,1
"TADA3",0.155734561331357,0.253669692651347,0.349,0.313,1
"CD81",0.00225925094938589,0.253388401227705,0.661,0.676,1
"PAPD4",0.101320241923027,0.253306806524437,0.336,0.298,1
"RHBDF2",0.0107223061471979,0.253124720864472,0.345,0.267,1
"UBE2L6",0.042031370785571,0.252684518438277,0.539,0.491,1
"PSMD1",0.103555375283113,0.25033775535168,0.365,0.328,1
"SPAG9",0.0625806521685458,0.250282243117348,0.359,0.301,1
"MED4",0.374136136272893,0.250166069788388,0.283,0.263,1
